id,full_lyrics,emotion,label
548,"persetan langkah serdadu tanpa nyawa. hawa dingin nafaskan nafsu kuasa. kau jalani hidup standar ganda. represi mereka yang berbeda. membunuh empatimu. toreh, lukaiku. persetan dengan caramu. persetan dengan politikmu. persetan dengan bigotrimu. persetan, persetan. meraungkan sirene, tanda bahaya. memburu, melahap yang melemah. unifikasi semua, lawan mereka. tetap siaga, jangan lengah. membunuh empatimu. toreh, lukaiku. membunuh empatimu. toreh, lukaiku. persetan dengan caramu. persetan dengan politikmu. persetan dengan bigotrimu. persetan, persetan. persetan dengan caramu. persetan dengan politikmu. persetan dengan bigotrimu. persetan, persetan. represi yang berbeda. lawan mereka. represi yang berbeda. lawan mereka. persetan dengan caramu. persetan dengan politikmu. persetan dengan bigotrimu. persetan, persetan. persetan dengan caramu. persetan dengan politikmu. persetan dengan bigotrimu. persetan, persetan.",marah,2
549,mata indah bola pingpong. pria mana yang tak suka. senyummu juwita. kalau ada yang tak suka. mungkin sedang goblok. engkau baik. engkau cantik. kau wanita. aku cinta. mata indah bola pingpong. masihkah kau kosong? bolehkah aku membelai? hidungmu yang aduhai. engkau baik. engkau cantik. kau wanita. aku puja. jangan marah kalau kugoda. sebab pantas kau digoda. salah sendiri kau manis. punya wajah teramat manis. wajar saja kalau kuganggu. sampai kapan pun kurindu. lepaskan tawamu nona. agar tak murung dunia. engkau baik. engkau cantik. kau wanita. aku cinta. aku puja kau betina. bukan gombal. aku yang gila. jangan marah kalau kugoda. sebab pantas kau digoda. salah sendiri kau manis. punya wajah teramat manis. wajar saja kalau kuganggu. biar mampus aku rindu. lepaskan tawamu nona. agar tak murung dunia. mata indah bola pingpong. masihkah kau kosong? bolehkah aku membelai? hidungmu yang aduhai. mata indah bola pingpong. masihkah kau kosong? bolehkah aku membelai? bibirmu yang aduhai. mata indah bola pingpong. masihkah kau kosong? bolehkah aku membelai? pipimu yang aduhai. mata indah bola pingpong. masihkah kau kosong? bolehkah aku membelai? jidatmu yang aduhai.,bahagia,0
550,"terbalut rapat perban pergelangan tangan ini. ada bekas berapa kali ku telah jatuh cinta. ""kemarin, apa yang telah kuucap? "". hari ini belum tentu bisa kuingat"". ""cola yang sodanya sudah hilang terasa seperti ciuman dengan cowok yang sudah putus"". ""hei, kalau mau berkelahi, ayo lakukan di bawah jembatan layang saat kereta lewat"". betapa parahnya. aku terlalu banyak bicara. jadi sangat membenci diri sendiri. sekarang begini, padahal dulu. aku hanya bisa diam. dengan ceroboh aku mencintai. sehingga aku pun terluka. karena harga diri yang tidak ada gunanya. dengan ceroboh aku memaafkan. dan hidup sampai sekarang. penyesalan itu pura-pura maaf. t-shirt tak bisa kulepas karena di dada ini. ada kiss mark dari mantan yang belum dijelajahi. ""kelanjutan mimpi yang belum pernah kulihat sepertinya sudah tidak akan ada lagi"". ""pola plafon kamar yang kulihat saat rebahan di kasur, memangnya ada artinya? "". ""aku sebenarnya menunggu hujan lebat turun sehingga bisa tersiram basah"". bergumam sendirian. karena dunia ini merepotkan. orang lain itu, sudahlah hiraukan. harusnya terserah aku kapan. bisa memilih mati saja. dengan ceroboh aku pun berpisah. saat bosan dengan dirinya. hanya karena rasa yang muncul dalam sekejap. dengan sedihnya aku menyesali. jadi pecundang selamanya. meskipun begitu, cintaku salahkah? dengan ceroboh aku mencintai. sehingga aku pun terluka. karena harga diri yang tidak ada gunanya. dengan ceroboh aku melupakan. terus terpuruk berlebihan. seluruh hidupku penuh dengan luka.",sedih,1
551,"yang tak bisa terobati. biarlah. mengering sendiri. menghias tubuh dan. yang mengevaluasi. ragamu. hanya kau sendiri. mereka tak mampu. melewati yang telah kau lewati. tiap berganti hari. rintangan yang kau hadapi. masalah yang mengeruh. oh, perasaan yang rapuh. ini belum separuhnya. biasa saja. kamu tak apa. yang selalu ingin ambil peran. hanya berlomba menjadi lebih. sedih dari dirimu. muak dikesampingkan. disamakan. hatimu terluka, sempurna. masalah yang mengeruh. oh, perasaan yang rapuh. ini belum separuhnya. biasa saja. kamu tak apa. perjalanan yang jauh. kau bangun untuk bertaruh. hari belum selesai. biasa saja. kamu tak apa. bilas muka, gosok gigi, evaluasi . tidur sejenak menemui esok pagi. walau pedih ku bersamamu kali ini. ku masih ingin melihatmu esok hari. bilas muka, gosok gigi, evaluasi . tidur sejenak menemui esok pagi. walau pedih ku bersamamu kali ini. ku masih ingin melihatmu esok hari.",sedih,1
552,tak pernah terbayang akan jadi seperti. ini pada akhirnya. semua waktu yang pernah kita lewati bersama. nyata hilang dan sirna. hitam putih berlalu janji kita menunggu. tapi kita tidak mampu. cara kita lewati untuk dapatkan. semua jawaban ini. bila memang harus berpisah. aku akan tetap setia. bila memang ini ujungnya. kau akan tetap ada di dalam jiwa. tidak bisa untuk teruskan. dunia kita berbeda. bila memang ini ujungnya. kau akan tetap ada di dalam jiwa. memang tidak mudah tapi aku tegar. menjalani kosongnya hati. buanglah mimpi kita yang pernah terjadi. dan simpan untuk jadi histori. hitam putih berlalu janji kita menunggu. tapi kita tidak mampu. cara kita lewati untuk dapatkan. semua jawaban ini. bila memang harus berpisah. aku akan tetap setia. bila memang ini ujungnya. kau akan tetap ada di dalam jiwa. tidak bisa untuk teruskan. dunia kita berbeda. bila memang ini ujungnya. kau akan tetap ada di dalam jiwa. tidak bisa untuk teruskan. dunia kita berbeda dunia kita berbeda . tidak bisa untuk teruskan. dunia kita berbeda dunia kita berbeda . tidak bisa untuk teruskan oh oh . dunia kita berbeda berbeda . tidak bisa untuk teruskan oh . dunia kita berbeda. bila memang harus berpisah. aku akan tetap setia. bila memang ini ujungnya ujungnya . kau akan tetap ada di dalam jiwa. tidak bisa untuk teruskan. dunia kita berbeda. bila memang ini ujungnya. kau akan tetap ada di dalam jiwa,sedih,1
553,"saat menjelang. hari-hari bahagiamu. aku memilih 'tuk diam dalam sepiku. saat mereka tertawa di atas pedihku. tentang cintaku yang telah pergi tinggalkanku. aku tak peduli. sungguh tak peduli. inilah jalan hidupku. ini aku, kau genggam hatiku. simpan didalam lubuk hatimu. tak tersisa untuk diriku, habis semua rasa di dada. selamat tinggal, kisah tak berujung. kini 'ku 'kan berhenti berharap. perpisahan kali ini untukku. akan menjadi kisah sedih yang tak berujung. ini aku, kau genggam hatiku. simpan di dalam lubuk hatimu. tak tersisa untuk diriku, habis semua rasa di dada. selamat tinggal, kisah tak berujung. kini 'ku 'kan berhenti berharap. perpisahan kali ini untukku. akan menjadi kisah sedih yang tak berujung.",sedih,1
554,sudah ku beritahu . masih juga begitu . berkali kuberi hati . tak juga kau mengerti. aku bosan dengan sikap-sikapmu. aku bosan dengan kelakuanmu. dari pada ribut-ribut. terus nggak sempet make love. mestinya memang lebih baik. kita ya ya ya. pisah saja dulu. kamu tahu mauku . tapi nggak mau tahu . pergi dan pikir dulu . sampai kau tahu siapa aku. aku bosan dengan sikap-sikapmu. aku bosan dengan kelakuanmu. aku bosan dengan sikap-sikapmu. aku bosan aku jenuh dengan kelakuanmu. dari pada ribut-ribut. terus nggak sempet make love. mestinya memang lebih baik. kita ya ya ya. pisah saja dulu.,marah,2
555,"oh mama papa, aku sudah kerja siang dan malam. bahkan bukan untuk diriku sendiri. papa bertanya bimbim ada apa. mama tersenyum dengan manis. dan beliau bilang, beliau bilang. bimbim. bimbim jangan menangis. bimbim. bimbim jangan menangis. aku jadi bertanya-tanya. aku punya pacar dia sekolah di bplp bali. kusering berkunjung kesana. aku diberi cinta dan ku berikan dia cinta. kurangkul tanganku di pundaknya. dia berbisik bimbim what's up. something happen, tell me all your trouble. tahu dia bilang apa dia bilang. bimbim. bimbim jangan menangis. bimbim. bimbim jangan menangis. aku jadi bertanya-tanya. bahkan sahabatku kadang slalu menasehati. tapi ku tak bisa juga mengerti. tahu mereka bilang apa, mereka bilang. bimbim. bimbim jangan menangis. bimbim. bimbim jangan menangis. aku jadi bertanya-tanya.",sedih,1
556,kulihat kau di setiap lamunannya. kudengar kau di setiap nafasnya. maukah kau pergi bukan untuk sesaat . aku takut saat dia menatapku. terbayang wajahmu dan bukan wajahku. maukah kau pergi dan jangan kembali . harusnya aku membenci dia. tapi tampaknya aku merasa. hanya dia membuatku tenang. tidur mendengkur di kala malam. bila kau sudah puas dengannya. tinggalkan dia tanpa apa apa. saat dia merasa kehilangan. kuharap dia ingat jalan menuju pulang. buat dia merasa kehilangan. agar dia kembali padaku. yang menunggunya menunggunya. selalu menunggu menunggunya. buat dia merasa kehilangan. agar dia kembali padaku. yang menunggunya menunggunya. selalu menunggu menunggunya pulang. kau pulanglah kau di sana sudah terlalu lama. kau terjebak bayangan fana dari cerita yang tidak lagi ada. kau pulanglah dengannya baramu tidak lagi nyala. kau kenang kenang tidak ada guna malah kau bisa membuat luka. dan duka kamu aku antara kita karena kutahu. tiap kau tersenyum padaku terbayang wajah dia. nah ini bukan kuinginkan perasaanmu kupertanyakan. pulanglah pulanglah pulanglah pulanglah. hidup tidak bisa di awang awang atau kuharap. kuharapkan padanya sakitimu agar kau lupakan. kau lupakan keberadaanya menghalau cinta yang kuberikan. kuberikan waktu untuk sekarang jalani yang ada lupakan bayangan. buat dia merasa kehilangan. agar dia kembali padaku. yang menunggunya menunggunya. selalu menunggu menunggunya. buat dia merasa kehilangan. agar dia kembali padaku. yang menunggunya menunggunya. selalu menunggu menunggunya pulang. kulihat kau di setiap lamunannya. kudengar kau di setiap nafasnya. aku takut saat dia menatapku. terbayang wajahmu dan bukan wajahku oh. buat dia merasa kehilangan. agar dia kembali padaku. yang menunggunya menunggunya. selalu menunggu menunggunya. buat dia merasa kehilangan. agar dia kembali padaku. yang menunggunya menunggunya. selalu menunggu menunggunya pulang,sedih,1
557,"ku terpesona. saat pertama. bertukar tatap dengannya. ku terpesona. warna matanya. tajam sorotnya buat ku merona. bergetar hatiku memikirkannya. percuma kucoba-coba melawan. rasa yang membara, inginku mendekapnya. mungkinkah aku terbawa suasana. gemerlap lantai dansa yang menggila. tak sadar sudah gelas ketiga. ku tak lantas kelar membayangkanmu. rambut panjang memegang gelas biru. kutebak kau pasti pengunjung baru. berharap cukup brani tuk mengenalmu ketahui namamu. rambut panjang memegang gelas biru. kutebak kau pasti bercentang biru. berharap cukup brani tuk mengenalmu ketahui namamu. ku tak menyangka. kali kedua. bertemu lagi dengannya. pasti kau lupa. ada waktunya. kita pernah bertukar sapa. berharap kau ingat namaku siapa. tapi mungkin kau orang yang berbeda. inginku datang menghampirinya. ku tak lantas selesai menatapmu. kaos putih luaran tanpa saku. kutebak kau beku tersipu malu. berharap cukup brani tuk menyapamu, untuk mengingatkanmu. kaos putih luaran tanpa saku. kutebak kau beku tersipu malu. berharap cukup brani tuk menyapamu, untuk mengingatkanmu. bolehkah ku tahu namamu? kita sudah pernah bertemu. dua atau setahun yang lalu? tapi ku tak. coba engkau ingat dulu. kupikir-pikir tak mengapa juga. sekali lagi kita berkenalan. sekarang sudah gelas yang kelima. malam ini masih belum berakhir, ku masih penasaran. kupikir-pikir tak mengapa juga. kali ini kita berkenalan. malam ini kita harus berdansa, hingga pagi tiba. kupikir-pikir tak mengapa juga. kali ini kita berkenalan. malam ini kita harus berdansa, hingga pagi tiba.",bahagia,0
558,bukan rahasia lyrics. bukan rahasia bila segenggam kekuasaan. lebih berharga dari sekeranjang kebenaran. bukan rahasia bila penguasa pun bisa. merubah sejarah dan memutarbalikkan fakta. bukan rahasia bila aku adalah seorang pemimpi. dan aku bukanlah satu-satunya di dunia ini. bukan rahasia bila kehidupan di dunia. hanyalah permainan dan senda gurau belaka. bukan rahasia bila aku adalah seorang pemimpi. dan aku bukanlah satu-satunya di dunia ini. bukan rahasia. bila aku menginginkanmu. setengah mati. bukan rahasia. bila aku menunggu kamu. sampai kau mau. bukan rahasia. bukan rahasia bila imajinasi. lebih berarti dari sekedar ilmu pasti. bukan rahasia bila aku adalah seorang pemimpi. dan aku bukanlah satu-satunya di dunia ini. bukan rahasia. bila aku menginginkanmu. setengah mati. bukan rahasia. bila aku menunggu kamu. sampai kau mau. bukan rahasia. bukan rahasia. bila aku menginginkanmu. setengah mati. bukan rahasia. bila aku menunggu kamu. sampai kau mau. bukan rahasia. bukan rahasia.,takut,3
559,tak terpikirkan lagi. garis-garis hidup ini. terungkap dan berarti. bayang-bayang sanubari. biarkan semua yang terjadi. semua kan terungkap nanti. sebagai jawab nurani. kuingin semua kan mengerti. apa yang kan terungkap nanti. sebagai jawab nurani. tak terpikirkan lagi. garis-garis hidup ini. terungkap dan berarti. bayang-bayang sanubari. biarkan semua yang terjadi. semua kan terungkap nanti. sebagai jawab nurani. kuingin semua kan mengerti. apa yang kan terungkap nanti. sebagai jawab nurani. biarkan semua yang terjadi. semua kan terungkap nanti . sebagai jawab nurani. kuingin semua kan mengerti. apa yang kan terungkap nanti. sebagai jawab nurani.,bahagia,0
560,semua cerita cerita indah. tentang hubungan kita berdua. yang lama telah usai hilang begitu saja. walaupun sebenarnya masih ada rasa. hati tidak tega melihat wajahnya. mencoba sembunyikan luka dengan senyuman. ketika kukatakan padanya tidak ingin lagi untuk bersamanya. dan ternyata penyesalan pun datang. aku bodoh tlah meninggalkanmu. melepaskanmu dengan alasan aku bosan. memang putus cinta itu biasa. yang tidak biasa itu putus tapi masih cinta. aku mencoba mencari dirinya. berharap aku bisa kembali dengannya. namun apa daya tidak bisa apa apa. kini dia tlah bahagia bersama yang lain. aku bodoh tlah meninggalkanmu. melepaskanmu dengan alasan aku bosan. memang putus cinta itu biasa. yang tidak biasa itu putus tapi masih cinta. seandainya masih ada harapan. untuk bisa bersama denganmu lagi huo oh oh. aku bodoh bodoh bodoh putus tapi cinta . ho melepasmu tinggalkanmu karena bosan. memang putus cinta itu biasa. yang tidak biasa itu putus tapi masih cinta . putus tapi masih cinta,sedih,1
561,apa salahku apa salah ibuku . hidupku dirundung pilu. tidak ada yang mau dan menginginkan aku. untuk jadi pengobat pilu. untuk jadi penawar rindu. untuk jadi kekasih hatiku. timur ke barat selatan ke utara. tidak juga aku berjumpa. dari musim duren hingga musim rambutan. tidak kunjung aku dapatkan. tidak jua aku temukan. oh tuhan inikah cobaan . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau . timur ke barat selatan ke utara. tidak juga aku berjumpa. dari musim duren hingga musim rambutan. tidak kunjung aku dapatkan. tidak jua aku temukan. oh tuhan inikah cobaan . ibu ibu bapak bapak siapa yang punya anak . bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku. pengumuman pengumuman siapa yang mau bantu . tolong aku kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau uh uh. ibu bapak punya anak. bilang bilang aku aku yang tengah malu. sama teman temanku. kar nya cuma diriku yang tidak laku laku wo o o oh. pengumuman pengumuman siapa yang mau bantu . tolong ah kasihani aku. tolong carikan diriku kekasih hatiku. siapa yang mau wo o o oh. aku tidak laku laku wo o o oh. aku tidak laku laku wo o o oh. aku tidak laku laku,sedih,1
562,dua sedjoli lyrics. usap air matamu yang menetes di pipimu. ku pastikan semuanya akan baik-baik saja. bila kau terus pandangi langit tinggi di angkasa. takkan ada habisnya segala hasrat di dunia. hawa tercipta di dunia untuk menemani sang adam. begitu juga dirimu tercipta 'tuk temani aku. renungkan sejenak arti hadirku di sini. jangan pernah ingkari dirimu adalah wanita. harusnya dirimu menjadi perhiasan sangkar maduku. walaupun kadang diriku bertekuk lutut di hadapanmu. hawa tercipta di dunia untuk menemani sang adam. begitu juga dirimu tercipta 'tuk temani aku. harusnya dirimu menjadi perhiasan sangkar maduku. walaupun kadang diriku bertekuk lutut di hadapanmu. hawa tercipta di dunia untuk menemani sang adam. begitu juga dirimu tercipta 'tuk temani aku. hawa tercipta di dunia untuk menemani sang adam. begitu juga dirimu tercipta 'tuk temani aku. hawa tercipta di dunia untuk menemani sang adam. begitu juga dirimu tercipta 'tuk temani aku. bukalah pintu jiwamu. dengar bisikan sanubari. semua adalah isyarat. isyarat dari sang pencipta.,marah,2
563,kita remaja yang sedang dimabuk asmara. mengikat janji bersama selamanya. hati telah terikat sepasang mata memikat. melambungkan asmara. yang selalu meminta. mengulur senja menanti datang. sang pemilik hati. rela menanti sejak terbit mentari. tidak sabar untuk berbagi. segala isi di hati. ceriakan sanubari dan bercumbu di ujung hari. indahnya kisah kasih kita di masa remaja. di bawah rayu senja kita di madu bermanja. tiada masa masa yang lebih indah dari masa remaja. seakan dunia milik berdua. hati terasa merindu tanpa rasa duka. berkumandang madu senandung asmara. kepada yang tercinta. nada nada tercipta. genggam pesona jiwa. kuserahkan dan kau terima. kita dua insan. yang sedang bermadu kasih. tidak peduli apa yang akan terjadi. yang kuinginkan saat ini. kau bersamaku disini. indahnya kisah kasih kita di masa remaja. di bawah rayu senja kita di madu bermanja. tiada masa masa yang lebih indah dari masa remaja dari masa remaja . seakan dunia. seakan dunia. seakan dunia milik berdua. masa remaja. seakan dunia milik berdua,bahagia,0
564,"ku bertanya pada bintang ketika ia padam. arti hidup yang kita jalani. kebencian yang takkan pernah mengering. hilang semua, tuhan kau ada dimana. amarah yang tak tertahan, kematian langitpun hitam. atas nama cinta dan harapan yang tenggelam. ku kan bangkit, dan percaya. oooh, segenggam harapan. takkan pernah menyerah, terus kubertahan. sampai ini berakhir, dengarkan hatiku. kita semua berbeda, tak pernah ku menginjakmu. kulihat jelas kepedihan di matamu, jalan gelap lalui bersama. dan sahabat ia pergi meninggalkan ku. kan kukenang sampai nafasku berakhir. gelapnya dosa dunia, matahari akan bersinar. atas nama cinta dan harapan yang tenggelam. ku kan bangkit, dan percaya. oooh, segenggam harapan. takkan pernah menyerah, terus kubertahan. sampai ini berakhir, dengarkan hatiku. kita semua berbeda, tak pernah ku menginjakmu. hilangkan kebencian. tak pernah ke menginjakmu.",sedih,1
565,bukan aku tidak tertarik. akan kata rayuanmu. saat matamu melirik. aku jadi suka padamu. tiap kali kau bermanja. gemetar rasa di dada. ingin kubisikkan cinta. tapi hati jadi malu jadinya. engkau masih anak sekolah satu sama. belum tepat waktu untuk begitu begini. anak sekolah datang kembali. dua atau tiga tahun lagi,takut,3
566,"nama yang sama bertahan. dalam ruangan hening. tanpa suara bertahan. tak bergeming. terlalu lama bercanda. kita tak terbiasa. dengan celaka yang nyata. diam tak berdaya. namun aku bingung kenapa ku tak pergi. aku bingung kalian masih di sini. apa mungkin karena terlalu lama? apa benar tuk berbagi derita? mungkin nanti semua justru memburuk. hati-hati, namun terjatuh lagi. tapi luka adalah niscaya. kutanggung denganmu selama ku mampu. selama ku mampu. di kehidupan kedua . smoga kau tak terlalu keras kepala. atau mungkin ini bukan yang pertama . dan kita diberi kesempatan berubah. kuyakin nyawa kita bertautan. khatam berbagai cobaan. selalu menertawakan ramalan bintang, kartu tarot. orang pintar pembaca nasib. namun aku bingung kenapa ku tak pergi. aku bingung kalian masih di sini. apa mungkin karena terlalu lama? apa benar tuk berbagi derita? mungkin nanti semua justru memburuk. hati-hati, namun terjatuh lagi. tapi luka adalah niscaya. kutanggung denganmu, selama ku mampu. selama ku mampu. selalu menertawakan ramalan bintang, kartu tarot. orang pintar pembaca nasib. namun. padamu kupercaya. tak masuk logika. padamu kupercaya. tak masuk logika . padamu kupercaya . tak masuk logika . padamu kupercaya . tak masuk logika . padamu kupercaya. tak masuk logika.",sedih,1
567,"kutahu bahwa tuhan selalu senantiasa. memperhatikan seluruh umat manusia. dia dengan adil mengasihi semua orang. tanpa terkecuali. dari hari saat ku dilahirkan. sampai sekarang. kehangatan yang bagai sinar matahari. menyelimuti dengan lembutnya. demi seseoranglah. kita hidup di dunia. apakah sekiranya. yang dapat kulakukan? saat bertemu kesedihan, tutuplah matamu. cobalah 'tuk merasakan punggungmu itu. pasti bisa rasakan pandangan mata yang hangat. selalu menjagamu. angin pergantian musim pun datang. dan berhembus. bagaikan pepohonan yang mulai bergoyang. cinta itu harus disampaikan. kita tidaklah bisa. hidup sendiri saja. karena ada seseorang. aku ada di sini. demi seseoranglah. kita hidup di dunia. apakah sekiranya. yang dapat kulakukan? demi seseoranglah. demi seseoranglah. manusia terlahir. akan menjadi bahagia. sampai suatu hari nanti. saat semua pertikaian. di dunia ini menghilang. aku 'kan terus bernyanyi. daripada hanya melihat. berita perang yang sedih. agar suaraku tersampaikan. aku 'kan terus bernyanyi.",bahagia,0
568,"1 1! 2! 3! 4! wow, wow, wow. wow, wow, wow. wow, wow, wow. tidak ada alasan apa pun. pada saat ku diperkenalkan. aku bagaikan tersambar petir . cowok tipe idamanku itu. bagai di tarik ke tempat ini. begitu cepat tanpa kusadari. saat mata bertemu. dada berdegup kencang. di dalam hati ini. tanpa sadar ku berteriak . bingo! bingo! akhirnya kita berjumpa lagi . bingo! bingo! 'tuk pertama kali akhirnya kusadari . bingo! bingo! sampai saat ini tak menoleh. untungnya aku terus menunggu. takdir pun berpihak padaku . wow wow wow. wow wow wow. wow wow wow. karena keajaiban ini. ku ingin melompat kegirangan. dan kubersyukur kepada tuhan . kebetulan itu sebenarnya. skenario yang telah disiapkan. tanpa diketahui oleh siapa pun. setiap kali diriku. memikirkan dirimu. dadaku jadi sesak. bernapas pun menjadi sulit . hit! hit! sasaran pun kini telah terkunci . hit! hit! kini hatiku telah dicuri olehmu . hit! hit! ku punya firasat 'kan bertemu. suatu saat, di suatu tempat. dirimu surprise . bingo! bingo! akhirnya kita berjumpa lagi . bingo! bingo! 'tuk pertama kali akhirnya kusadari . bingo! bingo! sampai saat ini tak menoleh. untungnya aku terus menunggu. takdir pun berpihak padaku . hit! hit! sasaran pun kini telah terkunci . hit! hit! kini hatiku telah dicuri olehmu . hit! hit! ku punya firasat 'kan bertemu. suatu saat, di suatu tempat. dirimu surprise . wow, wow, wow. wow, wow, wow. wow, wow, wow. wow, wow, wow. wow, wow, wow. wow, wow, wow. wow, wow, wow.",bahagia,0
569,mereka. yang tak bisa pulang. mereka. yang diasingkan. ditangkap. tanpa kesalahan. dibantai. tanpa pengadilan. kuasa ini panas. begitu menyilaukan. kau sulam dari duka. duka yang paling hitam. memerah sungai ini. oleh kentalnya darah. hei! sang jenderal jagal. mengampukan sudah. terkuak. kini semua terbuka. mengelak. sulit untuk memendam. dan telak. sejarah berbicara. menolak. menolak diredam. kuasa ini panas. begitu menyilaukan. kau sulam dari duka. duka yang paling hitam. memerah sungai ini. oleh kentalnya darah. hei! sang jenderal jagal. mengampukan sudah. sejarah ditulis oleh mereka yang menang. tapi direkam oleh mereka yang merasakan. kebenaran akan menang. kebenaran sudah datang. kebenaran akan menang. kebenaran sudah datang. kebenaran akan menang.,marah,2
570,juki doyan kambing. dalam kata terdapat doa. yang beriring dosa. telah siapkah? dia yang berdaya. menghadapi masa. sempatkah rasa menjadi raja? di atas segalanya. apakah dunia sudah mendua. terhadap asalnya? namun kita tetap berjaya. mendatangkan duka. terhempas menuju hidup. yang membunuh suka. terhamparkan luasnya. maaf yang terjanjikan. kau sambut hamparan. yang tersaji indah. namun kita tetap berjaya. mendatangkan duka. terhempas menuju hidup. yang membunuh suka. ah. terhamparkan luasnya. maaf yang terjanjikan. kau sambut hamparan. yang tersaji indah. terhamparkan luasnya. maaf yang terjanjikan. kau sambut hamparan. yang tersaji indah. uh uh uh. uh uh uh uh uh uh. uh uh uh uh uh uh. uh uh uh uh uh.,marah,2
571,inikah kehidupan yang kau mau? apakah ini cerita yang kau mau? inilah dunia yang kau wariskan. sesuatu yang sempat kau banggakan. bacalah petaka yang kau tuliskan. burukmu terpampang terang-terangan. di udara dosamu lengkap tercatatkan. borok jagat maya terabadikan. darah di tanganmu dalam ingatan. amanah. bertulah. berbuat maka kau harus terima. berbuat maka kau siap derita. mulutmu bersumpah ugal-ugalan. jauhkan nama dari kecelakaan. saat ditunjuk nanti kau salahkan kami. jika takut hangus jangan kau main api. mulutku menyerang asal-asalan. seakan aku siap jadi panutan. saat ditunjuk nanti ku mengelak lagi. aku takut hangus tapi kumain api. amanah. bertulah. berbuat maka kau harus terima. berbuat maka kau siap derita. kullu nafsin bimaa kasabat rahiinah. kullu nafsin bimaa kasabat rahiinah. kullu nafsin bimaa kasabat rahiinah. kullu nafsin bimaa kasabat rahiinah. amanah. bertulah. aku membangun dan aku menghancurkan. aku membangun dan aku menghancurkan. aku membangun dan aku menghancurkan. aku membangun dan aku menghancurkan.,marah,2
572,"aaa ngakunya teman. ternyata bukan teman, bukan teman. ku salah pilih orang dan lagi. aaa ngakunya teman. nyatanya bukan teman, bukan teman. nusuknya di belakang. sialnya aku percaya kamu. di depan sok manis manis manis. ternyata palsu. bodohnya aku baikin kamu. di depan sok manis manis manis. kamu tukang tipu. aaa bilangnya teman. ternyata bukan teman, bukan teman. suka buka aib orang dan lagi. aaa bilangnya teman. ternyata bukan teman, bukan teman. omong kosong doang. sialnya aku percaya kamu. di depan sok manis manis manis. ternyata palsu. bodohnya aku baikin kamu. di depan sok manis manis manis. kamu tukang tipu. sialnya aku percaya kamu. di depan sok manis manis manis. ternyata palsu. bodohnya aku baikin kamu. di depan sok manis manis manis. kamu tukang tipu. sialnya aku, bodohnya aku. di depan sok manis manis manis. ternyata palsu. sialnya aku, bodohnya aku. salah pilih kamu kamu kamu. hei teman palsu.",marah,2
573,"alarm jam delapan pagi. kar'na jam sepuluh kau isi absensi. kau bangunkan aku s'tiap hari. rute yang sama, ulangi lagi. makan malam bersama di gancy. hanya bersama di lima hari. sering berpisah di akhir pekan. kau dengan teman-teman. aku bermain peran. mulai mempertanyakan. siapa yang salah benar. dulu bersama berburu properti. dulu antar jemput sekarang pulang sendiri. di kehidupan kita singgah dan pergi. apa pun yang terjadi, kita abadi. di masa lalu, di dalam buku. dalam sejarah, kita masih indah. walau parau perih di lagu yang lain. di melodi ini bersyukur pernah terjadi. taman yang luas, seekor corgi. kita beri nama gimli. kuantar jemput anak setiap pagi. di kehidupan yang lain. ukuran sepatumu, pantangan dan dietmu. masih berguna di masa lalu. ukuran sepatumu, pantangan dan dietmu. masih berguna di masa lalu. dulu bersama berburu properti. dulu antar jemput sekarang pulang sendiri. di kehidupan kita singgah dan pergi. apa pun yang terjadi, kita abadi. di masa lalu. di dalam buku. dalam sejarah. kita masih indah. ukuran sepatumu, pantangan dan dietmu. masih berguna di masa lalu. ukuran sepatumu, pantangan dan dietmu. masih berguna di masa lalu.",sedih,1
574,"semua sahabat baik 'kan. berkumpul di akhir pekan ini. kami membuat rencana. 'tuk pergi main bersama. mau ke laut atau ke gunung. banyak ide muncul, tetapi. sepertinya akan bosan. jadi batal semua. kelompok kita ini. orangnya baik dan ceria. jika kau pic, jika ku pic. sesuatu mungkin akan terjadi. ayo kita main boling. jika kulempar bola. berapa banyak pin. yang kujatuhkan di hatimu? ku bahkan tidak mengincar. sebuah strike tepat sasaran. kubuat memutar seperti perasaan. diriku berharap bisa tersampaikan. saat berbelok ke kamu. seharusnya ini menyenangkan. karena permainan yang seru. menang dan kalah bergantian. jadi makin panas, 'kan? tak terasa dua tim saling kejar. lima poin satu sama lain. pertaruhannya harga diri. pertandingan serius. padahal lebih baik. andaikan kita satu tim. keseriusanku, keseriusanmu. telah menyalakan kembang api. ayo kita main boling. jika bisa dapat strike. apakah cintaku. jadinya dapat tanda x? tapi timku punya chance menang. jadi aku main serius. lalu mengalahkan perasaan milikku. melaju mulus, semua pin pun jatuh. dan permainan selesai. ayo kita main boling. jika kulempar bola. berapa banyak pin. yang kujatuhkan di hatimu? jika lemparanku meleset. cintaku 'kan jadi bulat. hari ini saja kebetulan pun. kondisinya bagus. tapi kau bertepuk tangan. apa itu harapan?",bahagia,0
